user_id,day,ch1,ch2,treated,kpi
1,2024-01-26,88,5,0,0
1,2024-01-27,99,5,0,0
1,2024-01-28,81,5,0,0
1,2024-01-29,54,5,0,31
1,2024-01-30,45,5,0,35
1,2024-01-31,89,5,0,0
1,2024-02-01,97,5,0,0
1,2024-02-02,59,5,0,31
1,2024-02-03,36,5,0,39
1,2024-02-04,32,5,0,62
1,2024-02-05,87,5,0,4
1,2024-02-06,21,5,0,56
1,2024-02-07,73,5,0,23
1,2024-02-08,36,5,0,39
1,2024-02-09,80,5,0,1
1,2024-02-10,78,5,0,0
1,2024-02-11,70,5,0,1
1,2024-02-12,62,5,0,22
1,2024-02-13,49,5,0,46
1,2024-02-14,84,5,0,0
1,2024-02-15,71,5,0,25
1,2024-02-16,44,5,0,40
1,2024-02-17,3,5,0,64
2,2023-11-17,36,8,0,58
2,2023-11-18,73,8,0,20
2,2023-11-19,47,8,0,46
2,2023-11-20,34,8,0,61
2,2023-11-21,64,8,0,34
2,2023-11-22,12,8,0,58
2,2023-11-23,17,8,0,50
2,2023-11-24,73,8,0,24
2,2023-11-25,12,8,0,68
2,2023-11-26,36,8,0,55
2,2023-11-27,60,8,0,45
2,2023-11-28,10,8,0,57
2,2023-11-29,80,8,0,0
2,2023-11-30,94,8,0,0
2,2023-12-01,97,8,0,0
2,2023-12-02,88,8,0,0
2,2023-12-03,62,8,0,25
2,2023-12-04,93,8,0,0
2,2023-12-05,72,8,0,18
2,2023-12-06,71,8,0,10
2,2023-12-07,4,8,0,66
2,2023-12-08,43,8,0,56
2,2023-12-09,28,8,0,42
2,2023-12-10,33,8,0,65
2,2023-12-11,8,8,0,65
2,2023-12-12,76,8,0,6
2,2023-12-13,50,8,0,28
2,2023-12-14,66,8,0,34
2,2023-12-15,63,8,0,20
2,2023-12-16,37,8,0,47
2,2023-12-17,44,8,0,49
2,2023-12-18,41,8,0,52
2,2023-12-19,48,8,0,47
2,2023-12-20,98,8,0,0
2,2023-12-21,37,8,0,66
2,2023-12-22,1,8,0,53
2,2023-12-23,92,8,0,0
2,2023-12-24,87,8,0,0
2,2023-12-25,35,8,0,49
2,2023-12-26,63,8,0,22
2,2023-12-27,35,8,0,47
2,2023-12-28,21,8,0,70
2,2023-12-29,22,8,0,53
2,2023-12-30,41,8,0,49
2,2023-12-31,7,8,0,68
2,2024-01-01,65,8,0,12
2,2024-01-02,75,8,0,19
2,2024-01-03,93,8,0,0
2,2024-01-04,37,8,0,42
2,2024-01-05,29,8,0,50
2,2024-01-06,37,8,0,57
2,2024-01-07,82,8,0,0
2,2024-01-08,90,8,0,0
2,2024-01-09,42,8,0,58
2,2024-01-10,0,8,0,74
2,2024-01-11,4,8,0,56
2,2024-01-12,14,8,0,55
2,2024-01-13,59,8,0,27
2,2024-01-14,10,8,0,62
2,2024-01-15,29,8,0,46
2,2024-01-16,5,8,0,77
2,2024-01-17,62,8,0,32
2,2024-01-18,2,8,0,78
2,2024-01-19,85,8,0,7
2,2024-01-20,30,8,0,45
2,2024-01-21,75,8,0,7
2,2024-01-22,56,8,0,48
2,2024-01-23,3,8,0,53
2,2024-01-24,56,8,0,31
2,2024-01-25,65,8,0,22
2,2024-01-26,18,8,0,71
2,2024-01-27,79,8,0,14
2,2024-01-28,61,8,0,19
2,2024-01-29,55,8,0,22
2,2024-01-30,62,8,0,35
2,2024-01-31,68,8,0,15
2,2024-02-01,24,8,0,72
2,2024-02-02,78,8,0,14
2,2024-02-03,85,8,0,0
2,2024-02-04,72,8,0,2
2,2024-02-05,69,8,0,22
2,2024-02-06,47,8,0,58
2,2024-02-07,85,8,0,0
2,2024-02-08,66,8,0,31
2,2024-02-09,33,8,0,49
2,2024-02-10,51,8,0,25
2,2024-02-11,39,8,0,48
2,2024-02-12,3,8,0,56
2,2024-02-13,57,8,0,33
2,2024-02-14,85,8,0,5
2,2024-02-15,95,8,0,0
2,2024-02-16,68,8,0,20
2,2024-02-17,7,8,0,69
3,2023-11-17,41,5,0,54
3,2023-11-18,4,5,0,73
3,2023-11-19,17,5,0,68
3,2023-11-20,56,5,0,31
3,2023-11-21,17,5,0,56
3,2023-11-22,56,5,0,26
3,2023-11-23,51,5,0,32
3,2023-11-24,86,5,0,0
3,2023-11-25,72,5,0,10
3,2023-11-26,90,5,0,0
3,2023-11-27,27,5,0,45
3,2023-11-28,25,5,0,70
3,2023-11-29,69,5,0,10
3,2023-11-30,90,5,0,0
3,2023-12-01,98,5,0,0
3,2023-12-02,64,5,0,14
3,2023-12-03,33,5,0,63
3,2023-12-04,60,5,0,19
3,2023-12-05,82,5,0,2
3,2023-12-06,62,5,0,38
3,2023-12-07,11,5,0,71
3,2023-12-08,28,5,0,70
3,2023-12-09,98,5,0,0
3,2023-12-10,43,5,0,37
3,2023-12-11,57,5,0,46
3,2023-12-12,52,5,0,47
3,2023-12-13,19,5,0,62
3,2023-12-14,16,5,0,69
3,2023-12-15,50,5,0,28
3,2023-12-16,99,5,0,0
3,2023-12-17,39,5,0,50
3,2023-12-18,71,5,0,21
3,2023-12-19,17,5,0,51
3,2023-12-20,7,5,0,62
3,2023-12-21,15,5,0,64
3,2023-12-22,16,5,0,56
3,2023-12-23,28,5,0,40
3,2023-12-24,53,5,0,22
3,2023-12-25,77,5,0,0
3,2023-12-26,88,5,0,0
3,2023-12-27,63,5,0,28
3,2023-12-28,85,5,0,0
3,2023-12-29,59,5,0,29
3,2023-12-30,69,5,0,22
3,2023-12-31,53,5,0,27
3,2024-01-01,88,5,0,0
3,2024-01-02,5,5,0,62
3,2024-01-03,78,5,0,0
3,2024-01-04,14,5,0,71
3,2024-01-05,5,5,0,69
3,2024-01-06,5,5,0,48
3,2024-01-07,5,5,0,63
3,2024-01-08,51,5,0,26
3,2024-01-09,40,5,0,35
3,2024-01-10,99,5,0,0
3,2024-01-11,10,5,0,67
3,2024-01-12,32,5,0,55
3,2024-01-13,99,5,0,0
3,2024-01-14,40,5,0,50
3,2024-01-15,88,5,0,0
3,2024-01-16,56,5,0,23
3,2024-01-17,95,5,0,0
3,2024-01-18,88,5,0,0
3,2024-01-19,77,5,0,5
3,2024-01-20,3,5,0,76
3,2024-01-21,96,5,0,0
3,2024-01-22,51,5,0,44
3,2024-01-23,20,5,0,74
3,2024-01-24,87,5,0,0
3,2024-01-25,22,5,0,60
3,2024-01-26,13,5,0,49
3,2024-01-27,72,5,0,0
3,2024-01-28,97,5,0,0
3,2024-01-29,53,5,0,25
3,2024-01-30,44,5,0,34
3,2024-01-31,2,5,0,65
3,2024-02-01,60,5,0,38
3,2024-02-02,96,5,0,0
3,2024-02-03,96,5,0,0
3,2024-02-04,93,5,0,0
3,2024-02-05,18,5,0,62
3,2024-02-06,62,5,0,35
3,2024-02-07,41,5,0,55
3,2024-02-08,36,5,0,56
3,2024-02-09,3,5,0,55
3,2024-02-10,86,5,0,0
3,2024-02-11,67,5,0,25
3,2024-02-12,8,5,0,54
3,2024-02-13,88,5,0,0
3,2024-02-14,78,5,0,8
3,2024-02-15,31,5,0,46
3,2024-02-16,81,5,0,13
3,2024-02-17,50,5,0,27
4,2023-11-17,2,3,1,70
4,2023-11-18,43,3,1,56
4,2023-11-19,44,3,1,48
4,2023-11-20,23,3,1,65
4,2023-11-21,83,3,1,10
4,2023-11-22,74,3,1,17
4,2023-11-23,58,3,1,30
4,2023-11-24,49,3,1,46
4,2023-11-25,48,3,1,68
4,2023-11-26,26,3,1,77
4,2023-11-27,60,3,1,25
4,2023-11-28,75,3,1,17
4,2023-11-29,27,3,1,62
4,2023-11-30,52,3,1,54
4,2023-12-01,9,3,1,72
4,2023-12-02,71,3,1,41
4,2023-12-03,88,3,1,29
4,2023-12-04,56,3,1,43
4,2023-12-05,99,3,1,17
4,2023-12-06,17,3,1,50
4,2023-12-07,1,3,1,49
4,2023-12-08,45,3,1,58
4,2023-12-09,93,3,1,20
4,2023-12-10,84,3,1,36
4,2023-12-11,47,3,1,33
4,2023-12-12,90,3,1,8
4,2023-12-13,22,3,1,52
4,2023-12-14,30,3,1,67
4,2023-12-15,71,3,1,24
4,2023-12-16,72,3,1,56
4,2023-12-17,1,3,1,71
4,2023-12-18,28,3,1,46
4,2023-12-19,58,3,1,32
4,2023-12-20,93,3,1,16
4,2023-12-21,33,3,1,42
4,2023-12-22,12,3,1,57
4,2023-12-23,51,3,1,59
4,2023-12-24,69,3,1,50
4,2023-12-25,29,3,1,60
4,2023-12-26,86,3,1,24
4,2023-12-27,90,3,1,28
4,2023-12-28,76,3,1,28
4,2023-12-29,26,3,1,48
4,2023-12-30,93,3,1,33
4,2023-12-31,93,3,1,23
4,2024-01-01,74,3,1,18
4,2024-01-02,91,3,1,27
4,2024-01-03,23,3,1,46
4,2024-01-04,49,3,1,41
4,2024-01-05,80,3,1,26
4,2024-01-06,95,3,1,38
4,2024-01-07,63,3,1,39
4,2024-01-08,91,3,1,9
4,2024-01-09,69,3,1,23
4,2024-01-10,4,3,1,71
4,2024-01-11,83,3,1,28
4,2024-01-12,36,3,1,36
4,2024-01-13,93,3,1,39
4,2024-01-14,48,3,1,53
4,2024-01-15,12,3,1,71
4,2024-01-16,96,3,1,10
4,2024-01-17,1,3,1,70
4,2024-01-18,67,3,1,42
4,2024-01-19,14,3,1,48
4,2024-01-20,15,3,1,72
4,2024-01-21,64,3,1,41
4,2024-01-22,98,3,1,15
4,2024-01-23,69,3,1,34
4,2024-01-24,76,3,1,19
4,2024-01-25,42,3,1,60
4,2024-01-26,13,3,1,55
4,2024-01-27,21,3,1,78
4,2024-01-28,76,3,1,54
4,2024-01-29,5,3,1,65
4,2024-01-30,49,3,1,49
4,2024-01-31,18,3,1,48
4,2024-02-01,63,3,1,26
4,2024-02-02,55,3,1,41
4,2024-02-03,56,3,1,64
4,2024-02-04,81,3,1,21
4,2024-02-05,93,3,1,18
4,2024-02-06,19,3,1,58
4,2024-02-07,71,3,1,30
4,2024-02-08,69,3,1,26
4,2024-02-09,25,3,1,47
4,2024-02-10,91,3,1,43
4,2024-02-11,53,3,1,57
4,2024-02-12,55,3,1,34
4,2024-02-13,32,3,1,42
4,2024-02-14,33,3,1,38
4,2024-02-15,33,3,1,42
4,2024-02-16,97,3,1,0
4,2024-02-17,20,3,1,72
5,2023-11-17,66,6,0,20
5,2023-11-18,57,6,0,20
5,2023-11-19,5,6,0,47
5,2023-11-20,54,6,0,39
5,2023-11-21,20,6,0,70
5,2023-11-22,9,6,0,73
5,2023-11-23,86,6,0,0
5,2023-11-24,2,6,0,51
5,2023-11-25,96,6,0,0
5,2023-11-26,32,6,0,40
5,2023-11-27,41,6,0,41
5,2023-11-28,13,6,0,63
5,2023-11-29,12,6,0,58
5,2023-11-30,41,6,0,41
5,2023-12-01,61,6,0,13
5,2023-12-02,13,6,0,70
5,2023-12-03,97,6,0,0
5,2023-12-04,18,6,0,50
5,2023-12-05,76,6,0,21
5,2023-12-06,48,6,0,34
5,2023-12-07,76,6,0,10
5,2023-12-08,30,6,0,59
5,2023-12-09,1,6,0,64
5,2023-12-10,46,6,0,45
5,2023-12-11,70,6,0,3
5,2023-12-12,6,6,0,52
5,2023-12-13,66,6,0,11
5,2023-12-14,34,6,0,50
5,2023-12-15,59,6,0,40
5,2023-12-16,22,6,0,52
5,2023-12-17,26,6,0,53
5,2023-12-18,93,6,0,0
5,2023-12-19,82,6,0,6
5,2023-12-20,14,6,0,71
5,2023-12-21,64,6,0,12
5,2023-12-22,88,6,0,0
5,2023-12-23,74,6,0,21
5,2023-12-24,51,6,0,30
5,2023-12-25,13,6,0,74
5,2023-12-26,3,6,0,53
5,2023-12-27,83,6,0,0
5,2023-12-28,11,6,0,67
5,2023-12-29,52,6,0,27
5,2023-12-30,87,6,0,0
5,2023-12-31,3,6,0,63
5,2024-01-01,69,6,0,22
5,2024-01-02,47,6,0,45
5,2024-01-03,16,6,0,48
5,2024-01-04,6,6,0,61
5,2024-01-05,3,6,0,61
5,2024-01-06,24,6,0,48
5,2024-01-07,11,6,0,65
5,2024-01-08,40,6,0,51
5,2024-01-09,4,6,0,51
5,2024-01-10,92,6,0,0
5,2024-01-11,93,6,0,0
5,2024-01-12,81,6,0,0
5,2024-01-13,18,6,0,60
5,2024-01-14,58,6,0,15
5,2024-01-15,90,6,0,0
5,2024-01-16,96,6,0,0
5,2024-01-17,6,6,0,72
5,2024-01-18,31,6,0,69
5,2024-01-19,69,6,0,6
5,2024-01-20,64,6,0,26
5,2024-01-21,63,6,0,32
5,2024-01-22,82,6,0,12
5,2024-01-23,71,6,0,19
5,2024-01-24,33,6,0,40
5,2024-01-25,16,6,0,70
5,2024-01-26,76,6,0,11
5,2024-01-27,35,6,0,40
5,2024-01-28,8,6,0,53
5,2024-01-29,72,6,0,10
5,2024-01-30,88,6,0,0
5,2024-01-31,4,6,0,62
5,2024-02-01,17,6,0,47
5,2024-02-02,42,6,0,38
5,2024-02-03,34,6,0,44
5,2024-02-04,4,6,0,52
5,2024-02-05,11,6,0,51
5,2024-02-06,43,6,0,41
5,2024-02-07,7,6,0,75
5,2024-02-08,81,6,0,11
5,2024-02-09,86,6,0,0
5,2024-02-10,13,6,0,52
5,2024-02-11,19,6,0,48
5,2024-02-12,43,6,0,40
5,2024-02-13,97,6,0,0
5,2024-02-14,77,6,0,21
5,2024-02-15,13,6,0,48
5,2024-02-16,92,6,0,0
5,2024-02-17,82,6,0,0
6,2023-11-17,39,5,1,35
6,2023-11-18,14,5,1,84
6,2023-11-19,5,5,1,74
6,2023-11-20,9,5,1,50
6,2023-11-21,88,5,1,13
6,2023-11-22,16,5,1,44
6,2023-11-23,36,5,1,56
6,2023-11-24,65,5,1,21
6,2023-11-25,60,5,1,61
6,2023-11-26,39,5,1,71
6,2023-11-27,37,5,1,46
6,2023-11-28,6,5,1,51
6,2023-11-29,42,5,1,57
6,2023-11-30,71,5,1,44
6,2023-12-01,76,5,1,36
6,2023-12-02,19,5,1,68
6,2023-12-03,86,5,1,42
6,2023-12-04,2,5,1,50
6,2023-12-05,90,5,1,25
6,2023-12-06,23,5,1,43
6,2023-12-07,12,5,1,55
6,2023-12-08,31,5,1,68
6,2023-12-09,84,5,1,34
6,2023-12-10,83,5,1,49
6,2023-12-11,34,5,1,57
6,2023-12-12,23,5,1,51
6,2023-12-13,53,5,1,48
6,2023-12-14,27,5,1,69
6,2023-12-15,3,5,1,49
6,2023-12-16,62,5,1,41
6,2023-12-17,52,5,1,54
6,2023-12-18,4,5,1,56
6,2023-12-19,75,5,1,30
6,2023-12-20,98,5,1,0
6,2023-12-21,80,5,1,24
6,2023-12-22,34,5,1,60
6,2023-12-23,33,5,1,79
6,2023-12-24,35,5,1,67
6,2023-12-25,44,5,1,42
6,2023-12-26,57,5,1,55
6,2023-12-27,61,5,1,25
6,2023-12-28,17,5,1,53
6,2023-12-29,86,5,1,11
6,2023-12-30,71,5,1,35
6,2023-12-31,17,5,1,79
6,2024-01-01,85,5,1,13
6,2024-01-02,1,5,1,61
6,2024-01-03,64,5,1,48
6,2024-01-04,16,5,1,63
6,2024-01-05,25,5,1,59
6,2024-01-06,34,5,1,69
6,2024-01-07,0,5,1,77
6,2024-01-08,43,5,1,40
6,2024-01-09,79,5,1,14
6,2024-01-10,67,5,1,35
6,2024-01-11,54,5,1,28
6,2024-01-12,56,5,1,48
6,2024-01-13,1,5,1,62
6,2024-01-14,60,5,1,67
6,2024-01-15,98,5,1,18
6,2024-01-16,22,5,1,68
6,2024-01-17,58,5,1,52
6,2024-01-18,83,5,1,15
6,2024-01-19,79,5,1,13
6,2024-01-20,32,5,1,77
6,2024-01-21,35,5,1,66
6,2024-01-22,96,5,1,18
6,2024-01-23,22,5,1,63
6,2024-01-24,21,5,1,49
6,2024-01-25,15,5,1,59
6,2024-01-26,49,5,1,42
6,2024-01-27,26,5,1,70
6,2024-01-28,55,5,1,65
6,2024-01-29,7,5,1,61
6,2024-01-30,37,5,1,37
6,2024-01-31,46,5,1,60
6,2024-02-01,77,5,1,18
6,2024-02-02,72,5,1,34
6,2024-02-03,23,5,1,61
6,2024-02-04,2,5,1,79
6,2024-02-05,25,5,1,54
6,2024-02-06,41,5,1,51
6,2024-02-07,0,5,1,53
6,2024-02-08,47,5,1,33
6,2024-02-09,85,5,1,26
6,2024-02-10,92,5,1,14
6,2024-02-11,23,5,1,66
6,2024-02-12,99,5,1,0
6,2024-02-13,0,5,1,52
6,2024-02-14,33,5,1,48
6,2024-02-15,78,5,1,17
6,2024-02-16,9,5,1,54
6,2024-02-17,44,5,1,62
7,2023-11-17,38,1,1,50
7,2023-11-18,83,1,1,44
7,2023-11-19,71,1,1,37
7,2023-11-20,35,1,1,60
7,2023-11-21,2,1,1,56
7,2023-11-22,69,1,1,27
7,2023-11-23,42,1,1,52
7,2023-11-24,85,1,1,10
7,2023-11-25,57,1,1,46
7,2023-11-26,94,1,1,10
7,2023-11-27,88,1,1,6
7,2023-11-28,45,1,1,46
7,2023-11-29,1,1,1,71
7,2023-11-30,6,1,1,69
7,2023-12-01,32,1,1,39
7,2023-12-02,59,1,1,49
7,2023-12-03,61,1,1,59
7,2023-12-04,51,1,1,38
7,2023-12-05,14,1,1,57
7,2023-12-06,87,1,1,32
7,2023-12-07,73,1,1,32
7,2023-12-08,37,1,1,59
7,2023-12-09,82,1,1,28
7,2023-12-10,9,1,1,74
7,2023-12-11,6,1,1,65
7,2023-12-12,50,1,1,33
7,2023-12-13,93,1,1,1
7,2023-12-14,14,1,1,51
7,2023-12-15,56,1,1,48
7,2023-12-16,5,1,1,83
7,2023-12-17,16,1,1,66
7,2023-12-18,6,1,1,55
7,2023-12-19,90,1,1,5
7,2023-12-20,44,1,1,33
7,2023-12-21,10,1,1,45
7,2023-12-22,66,1,1,43
7,2023-12-23,50,1,1,44
7,2023-12-24,40,1,1,69
7,2023-12-25,72,1,1,27
7,2023-12-26,17,1,1,50
7,2023-12-27,38,1,1,57
7,2023-12-28,26,1,1,69
7,2023-12-29,30,1,1,56
7,2023-12-30,17,1,1,80
7,2023-12-31,48,1,1,58
7,2024-01-01,62,1,1,52
7,2024-01-02,5,1,1,70
7,2024-01-03,19,1,1,58
7,2024-01-04,27,1,1,48
7,2024-01-05,70,1,1,40
7,2024-01-06,32,1,1,63
7,2024-01-07,42,1,1,49
7,2024-01-08,70,1,1,39
7,2024-01-09,15,1,1,62
7,2024-01-10,43,1,1,59
7,2024-01-11,62,1,1,36
7,2024-01-12,92,1,1,18
7,2024-01-13,35,1,1,69
7,2024-01-14,81,1,1,31
7,2024-01-15,64,1,1,34
7,2024-01-16,71,1,1,21
7,2024-01-17,73,1,1,32
7,2024-01-18,97,1,1,6
7,2024-01-19,24,1,1,69
7,2024-01-20,4,1,1,61
7,2024-01-21,24,1,1,57
7,2024-01-22,4,1,1,64
7,2024-01-23,70,1,1,24
7,2024-01-24,83,1,1,18
7,2024-01-25,93,1,1,6
7,2024-01-26,47,1,1,50
7,2024-01-27,51,1,1,64
7,2024-01-28,26,1,1,79
7,2024-01-29,9,1,1,68
7,2024-01-30,79,1,1,30
7,2024-01-31,14,1,1,70
7,2024-02-01,80,1,1,24
7,2024-02-02,87,1,1,21
7,2024-02-03,49,1,1,52
7,2024-02-04,91,1,1,22
7,2024-02-05,41,1,1,53
7,2024-02-06,20,1,1,60
7,2024-02-07,64,1,1,45
7,2024-02-08,39,1,1,37
7,2024-02-09,61,1,1,30
7,2024-02-10,43,1,1,69
7,2024-02-11,59,1,1,47
7,2024-02-12,95,1,1,20
7,2024-02-13,55,1,1,43
7,2024-02-14,90,1,1,23
7,2024-02-15,13,1,1,49
7,2024-02-16,0,1,1,52
7,2024-02-17,61,1,1,42
8,2023-11-17,54,5,0,46
8,2023-11-18,78,5,0,7
8,2023-11-19,82,5,0,0
8,2023-11-20,95,5,0,0
8,2023-11-21,60,5,0,42
8,2023-11-22,29,5,0,45
8,2023-11-23,82,5,0,12
8,2023-11-24,37,5,0,58
8,2023-11-25,60,5,0,14
8,2023-11-26,62,5,0,31
8,2023-11-27,44,5,0,43
8,2023-11-28,19,5,0,47
8,2023-11-29,44,5,0,32
8,2023-11-30,92,5,0,0
8,2023-12-01,67,5,0,22
8,2023-12-02,8,5,0,53
8,2023-12-03,57,5,0,33
8,2023-12-04,12,5,0,68
8,2023-12-05,99,5,0,0
8,2023-12-06,99,5,0,0
8,2023-12-07,69,5,0,26
8,2023-12-08,37,5,0,38
8,2023-12-09,40,5,0,58
8,2023-12-10,92,5,0,0
8,2023-12-11,24,5,0,67
8,2023-12-12,66,5,0,32
8,2023-12-13,48,5,0,56
8,2023-12-14,3,5,0,75
8,2023-12-15,11,5,0,61
8,2023-12-16,89,5,0,0
8,2023-12-17,89,5,0,0
8,2023-12-18,91,5,0,0
8,2023-12-19,30,5,0,48
8,2023-12-20,29,5,0,62
8,2023-12-21,65,5,0,19
8,2023-12-22,59,5,0,39
8,2023-12-23,98,5,0,0
8,2023-12-24,61,5,0,10
8,2023-12-25,15,5,0,67
8,2023-12-26,83,5,0,0
8,2023-12-27,81,5,0,0
8,2023-12-28,9,5,0,67
8,2023-12-29,88,5,0,0
8,2023-12-30,1,5,0,76
8,2023-12-31,86,5,0,0
8,2024-01-01,89,5,0,0
8,2024-01-02,85,5,0,0
8,2024-01-03,65,5,0,23
8,2024-01-04,32,5,0,46
8,2024-01-05,54,5,0,33
8,2024-01-06,23,5,0,52
8,2024-01-07,87,5,0,0
8,2024-01-08,17,5,0,73
8,2024-01-09,37,5,0,42
8,2024-01-10,75,5,0,15
8,2024-01-11,30,5,0,69
8,2024-01-12,61,5,0,22
8,2024-01-13,21,5,0,68
8,2024-01-14,87,5,0,0
8,2024-01-15,64,5,0,35
8,2024-01-16,47,5,0,42
8,2024-01-17,23,5,0,47
8,2024-01-18,83,5,0,0
8,2024-01-19,9,5,0,64
8,2024-01-20,20,5,0,68
8,2024-01-21,23,5,0,65
8,2024-01-22,59,5,0,43
8,2024-01-23,62,5,0,37
8,2024-01-24,98,5,0,0
8,2024-01-25,17,5,0,65
8,2024-01-26,79,5,0,0
8,2024-01-27,15,5,0,61
8,2024-01-28,36,5,0,61
8,2024-01-29,95,5,0,0
8,2024-01-30,13,5,0,49
8,2024-01-31,27,5,0,48
8,2024-02-01,80,5,0,0
